image_id,image_path,role,label,method,tube_conf,roi_conf,mean_au,p95_au,sat_frac
solo_test_pos_r_0_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_r_0_1.jpg,solo,pos,G_norm,0.8618,0.8183,113.256706,114.499107,0.286385
solo_test_pos_r_0_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_r_0_1.jpg,solo,pos,G_ratio,0.8618,0.8183,247.940720,252.806030,0.286385
solo_test_pos_r_0_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_r_0_1.jpg,solo,pos,ExG,0.8618,0.8183,203.710602,255.000000,0.286385
solo_test_pos_tube_1_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_1.jpg,solo,pos,G,0.8335,0.8062,226.461899,250.000000,0.019767
solo_test_pos_tube_1_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_1.jpg,solo,pos,HSV_V,0.8335,0.8062,245.858047,255.000000,0.019767
solo_test_pos_tube_1_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_1.jpg,solo,pos,GRAY,0.8335,0.8062,213.466248,230.000000,0.019767
solo_test_pos_tube_1_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_1.jpg,solo,pos,HSV_S,0.8335,0.8062,191.951691,195.000000,0.019767
solo_test_pos_tube_1_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_1.jpg,solo,pos,G_norm,0.8335,0.8062,107.843880,112.433861,0.019767
solo_test_pos_tube_1_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_1.jpg,solo,pos,G_ratio,0.8335,0.8062,232.123062,249.400436,0.019767
solo_test_pos_tube_1_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_1.jpg,solo,pos,ExG,0.8335,0.8062,191.826126,244.971909,0.019767
solo_test_pos_tube_1_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_2.jpg,solo,pos,G,0.8340,0.7953,201.907791,229.000000,0.001077
solo_test_pos_tube_1_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_2.jpg,solo,pos,HSV_V,0.8340,0.7953,225.935730,247.000000,0.001077
solo_test_pos_tube_1_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_2.jpg,solo,pos,GRAY,0.8340,0.7953,190.540436,213.000000,0.001077
solo_test_pos_tube_1_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_2.jpg,solo,pos,HSV_S,0.8340,0.7953,211.944489,218.000000,0.001077
solo_test_pos_tube_1_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_2.jpg,solo,pos,G_norm,0.8340,0.7953,110.082626,112.303024,0.001077
solo_test_pos_tube_1_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_2.jpg,solo,pos,G_ratio,0.8340,0.7953,232.008896,240.178055,0.001077
solo_test_pos_tube_1_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_1_2.jpg,solo,pos,ExG,0.8340,0.7953,178.989136,220.582809,0.001077
solo_test_pos_tube_2_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_1.jpg,solo,pos,G,0.8322,0.8158,225.545715,249.000000,0.019314
solo_test_pos_tube_2_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_1.jpg,solo,pos,HSV_V,0.8322,0.8158,246.747406,255.000000,0.019314
solo_test_pos_tube_2_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_1.jpg,solo,pos,GRAY,0.8322,0.8158,213.293549,230.000000,0.019314
solo_test_pos_tube_2_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_1.jpg,solo,pos,HSV_S,0.8322,0.8158,191.208862,194.000000,0.019314
solo_test_pos_tube_2_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_1.jpg,solo,pos,G_norm,0.8322,0.8158,107.276627,112.181984,0.019314
solo_test_pos_tube_2_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_1.jpg,solo,pos,G_ratio,0.8322,0.8158,231.669571,250.173187,0.019314
solo_test_pos_tube_2_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_1.jpg,solo,pos,ExG,0.8322,0.8158,185.716476,242.857147,0.019314
solo_test_pos_tube_2_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_2.jpg,solo,pos,G,0.8528,0.8332,221.677002,245.000000,0.006505
solo_test_pos_tube_2_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_2.jpg,solo,pos,HSV_V,0.8528,0.8332,247.111420,255.000000,0.006505
solo_test_pos_tube_2_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_2.jpg,solo,pos,GRAY,0.8528,0.8332,208.876068,225.000000,0.006505
solo_test_pos_tube_2_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_2.jpg,solo,pos,HSV_S,0.8528,0.8332,211.665390,214.000000,0.006505
solo_test_pos_tube_2_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_2.jpg,solo,pos,G_norm,0.8528,0.8332,110.333267,115.222221,0.006505
solo_test_pos_tube_2_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_2.jpg,solo,pos,G_ratio,0.8528,0.8332,226.086945,243.999710,0.006505
solo_test_pos_tube_2_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_2_2.jpg,solo,pos,ExG,0.8528,0.8332,177.422043,235.148514,0.006505
solo_test_pos_tube_3_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_1.jpg,solo,pos,G,0.8667,0.8239,226.107605,249.000000,0.007022
solo_test_pos_tube_3_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_1.jpg,solo,pos,HSV_V,0.8667,0.8239,246.470886,255.000000,0.007022
solo_test_pos_tube_3_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_1.jpg,solo,pos,GRAY,0.8667,0.8239,211.318802,227.000000,0.007022
solo_test_pos_tube_3_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_1.jpg,solo,pos,HSV_S,0.8667,0.8239,211.200867,213.000000,0.007022
solo_test_pos_tube_3_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_1.jpg,solo,pos,G_norm,0.8667,0.8239,111.664299,115.951942,0.007022
solo_test_pos_tube_3_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_1.jpg,solo,pos,G_ratio,0.8667,0.8239,228.677811,244.456680,0.007022
solo_test_pos_tube_3_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_1.jpg,solo,pos,ExG,0.8667,0.8239,186.131622,242.636368,0.007022
solo_test_pos_tube_3_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_2.jpg,solo,pos,G,0.8604,0.8223,225.420013,248.000000,0.006486
solo_test_pos_tube_3_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_2.jpg,solo,pos,HSV_V,0.8604,0.8223,246.008926,255.000000,0.006486
solo_test_pos_tube_3_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_2.jpg,solo,pos,GRAY,0.8604,0.8223,210.765869,226.000000,0.006486
solo_test_pos_tube_3_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_2.jpg,solo,pos,HSV_S,0.8604,0.8223,211.262650,213.000000,0.006486
solo_test_pos_tube_3_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_2.jpg,solo,pos,G_norm,0.8604,0.8223,111.598083,115.781250,0.006486
solo_test_pos_tube_3_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_2.jpg,solo,pos,G_ratio,0.8604,0.8223,230.884735,246.437622,0.006486
solo_test_pos_tube_3_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_3_2.jpg,solo,pos,ExG,0.8604,0.8223,186.108963,238.303574,0.006486
solo_test_pos_tube_4_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_1.jpg,solo,pos,G,0.8316,0.8287,221.445999,245.000000,0.014663
solo_test_pos_tube_4_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_1.jpg,solo,pos,HSV_V,0.8316,0.8287,246.011520,255.000000,0.014663
solo_test_pos_tube_4_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_1.jpg,solo,pos,GRAY,0.8316,0.8287,210.615921,227.000000,0.014663
solo_test_pos_tube_4_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_1.jpg,solo,pos,HSV_S,0.8316,0.8287,190.956619,194.000000,0.014663
solo_test_pos_tube_4_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_1.jpg,solo,pos,G_norm,0.8316,0.8287,106.235046,110.711739,0.014663
solo_test_pos_tube_4_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_1.jpg,solo,pos,G_ratio,0.8316,0.8287,226.712784,243.232391,0.014663
solo_test_pos_tube_4_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_1.jpg,solo,pos,ExG,0.8316,0.8287,176.201782,226.508377,0.014663
solo_test_pos_tube_4_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_2.jpg,solo,pos,G,0.8368,0.8192,202.069473,230.000000,0.002270
solo_test_pos_tube_4_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_2.jpg,solo,pos,HSV_V,0.8368,0.8192,228.755737,251.000000,0.002270
solo_test_pos_tube_4_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_2.jpg,solo,pos,GRAY,0.8368,0.8192,191.587646,216.000000,0.002270
solo_test_pos_tube_4_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_2.jpg,solo,pos,HSV_S,0.8368,0.8192,211.015396,216.000000,0.002270
solo_test_pos_tube_4_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_2.jpg,solo,pos,G_norm,0.8368,0.8192,109.103249,111.245018,0.002270
solo_test_pos_tube_4_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_2.jpg,solo,pos,G_ratio,0.8368,0.8192,227.069443,234.770370,0.002270
solo_test_pos_tube_4_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_4_2.jpg,solo,pos,ExG,0.8368,0.8192,173.981842,209.828568,0.002270
solo_test_pos_tube_5_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_1.jpg,solo,pos,G,0.8144,0.7943,214.822632,238.000000,0.003617
solo_test_pos_tube_5_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_1.jpg,solo,pos,HSV_V,0.8144,0.7943,243.382355,255.000000,0.003617
solo_test_pos_tube_5_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_1.jpg,solo,pos,GRAY,0.8144,0.7943,205.884949,223.000000,0.003617
solo_test_pos_tube_5_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_1.jpg,solo,pos,HSV_S,0.8144,0.7943,190.502533,195.000000,0.003617
solo_test_pos_tube_5_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_1.jpg,solo,pos,G_norm,0.8144,0.7943,105.156128,108.958702,0.003617
solo_test_pos_tube_5_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_1.jpg,solo,pos,G_ratio,0.8144,0.7943,224.444809,238.439377,0.003617
solo_test_pos_tube_5_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_1.jpg,solo,pos,ExG,0.8144,0.7943,148.557373,209.666672,0.003617
solo_test_pos_tube_5_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_2.jpg,solo,pos,G,0.8388,0.8243,211.526291,234.000000,0.000000
solo_test_pos_tube_5_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_2.jpg,solo,pos,HSV_V,0.8388,0.8243,243.411285,255.000000,0.000000
solo_test_pos_tube_5_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_2.jpg,solo,pos,GRAY,0.8388,0.8243,201.724686,218.000000,0.000000
solo_test_pos_tube_5_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_2.jpg,solo,pos,HSV_S,0.8388,0.8243,211.551605,214.000000,0.000000
solo_test_pos_tube_5_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_2.jpg,solo,pos,G_norm,0.8388,0.8243,108.485962,112.219101,0.000000
solo_test_pos_tube_5_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_2.jpg,solo,pos,G_ratio,0.8388,0.8243,232.043167,246.156311,0.000000
solo_test_pos_tube_5_2,C:\n.gonorrhea_diagnostic_app\dataset\solo\test\pos\solo_test_pos_tube_5_2.jpg,solo,pos,ExG,0.8388,0.8243,163.456909,240.833328,0.000000
solo_train_neg_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_1.jpg,solo,neg,G,0.8520,0.8103,173.608704,193.000000,0.000000
solo_train_neg_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_1.jpg,solo,neg,HSV_V,0.8520,0.8103,206.841553,222.000000,0.000000
solo_train_neg_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_1.jpg,solo,neg,GRAY,0.8520,0.8103,167.566757,184.000000,0.000000
solo_train_neg_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_1.jpg,solo,neg,HSV_S,0.8520,0.8103,213.540756,218.000000,0.000000
solo_train_neg_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_1.jpg,solo,neg,G_norm,0.8520,0.8103,106.752441,108.937950,0.000000
solo_train_neg_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_1.jpg,solo,neg,G_ratio,0.8520,0.8103,241.385208,249.873657,0.000000
solo_train_neg_1,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_1.jpg,solo,neg,ExG,0.8520,0.8103,170.567810,229.177216,0.000000
solo_train_neg_10,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_10.jpg,solo,neg,G,0.8566,0.8187,196.438522,221.000000,0.000000
solo_train_neg_10,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_10.jpg,solo,neg,HSV_V,0.8566,0.8187,246.348755,255.000000,0.000000
solo_train_neg_10,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_10.jpg,solo,neg,GRAY,0.8566,0.8187,196.302094,214.000000,0.000000
solo_train_neg_10,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_10.jpg,solo,neg,HSV_S,0.8566,0.8187,188.796722,192.000000,0.000000
solo_train_neg_10,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_10.jpg,solo,neg,G_norm,0.8566,0.8187,98.573746,103.314911,0.000000
solo_train_neg_10,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_10.jpg,solo,neg,G_ratio,0.8566,0.8187,217.726151,235.027679,0.000000
solo_train_neg_10,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_10.jpg,solo,neg,ExG,0.8566,0.8187,128.794769,197.226562,0.000000
solo_train_neg_11,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_11.jpg,solo,neg,G,0.8587,0.8147,196.083801,221.000000,0.000000
solo_train_neg_11,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_11.jpg,solo,neg,HSV_V,0.8587,0.8147,246.073547,254.000000,0.000000
solo_train_neg_11,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_11.jpg,solo,neg,GRAY,0.8587,0.8147,195.964767,214.000000,0.000000
solo_train_neg_11,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_11.jpg,solo,neg,HSV_S,0.8587,0.8147,189.031448,193.000000,0.000000
solo_train_neg_11,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_11.jpg,solo,neg,G_norm,0.8587,0.8147,98.550919,103.378380,0.000000
solo_train_neg_11,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_11.jpg,solo,neg,G_ratio,0.8587,0.8147,219.205246,236.953079,0.000000
solo_train_neg_11,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_11.jpg,solo,neg,ExG,0.8587,0.8147,131.357574,198.549622,0.000000
solo_train_neg_12,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_12.jpg,solo,neg,G,0.8426,0.8104,186.691467,206.000000,0.000000
solo_train_neg_12,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_12.jpg,solo,neg,HSV_V,0.8426,0.8104,238.548355,252.000000,0.000000
solo_train_neg_12,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_12.jpg,solo,neg,GRAY,0.8426,0.8104,187.774658,204.000000,0.000000
solo_train_neg_12,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_12.jpg,solo,neg,HSV_S,0.8426,0.8104,191.131592,195.000000,0.000000
solo_train_neg_12,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_12.jpg,solo,neg,G_norm,0.8426,0.8104,97.892807,100.485153,0.000000
solo_train_neg_12,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_12.jpg,solo,neg,G_ratio,0.8426,0.8104,223.328110,232.884415,0.000000
solo_train_neg_12,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_12.jpg,solo,neg,ExG,0.8426,0.8104,135.693817,175.458710,0.000000
solo_train_neg_13,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_13.jpg,solo,neg,G,0.8555,0.8115,192.220612,212.000000,0.000000
solo_train_neg_13,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_13.jpg,solo,neg,HSV_V,0.8555,0.8115,246.476364,254.000000,0.000000
solo_train_neg_13,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_13.jpg,solo,neg,GRAY,0.8555,0.8115,193.816422,208.000000,0.000000
solo_train_neg_13,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_13.jpg,solo,neg,HSV_S,0.8555,0.8115,189.130096,194.000000,0.000000
solo_train_neg_13,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_13.jpg,solo,neg,G_norm,0.8555,0.8115,97.439911,101.145256,0.000000
solo_train_neg_13,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_13.jpg,solo,neg,G_ratio,0.8555,0.8115,221.188950,234.980682,0.000000
solo_train_neg_13,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_13.jpg,solo,neg,ExG,0.8555,0.8115,115.995720,189.193558,0.000000
solo_train_neg_14,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_14.jpg,solo,neg,G,0.8629,0.8088,192.706451,213.000000,0.000000
solo_train_neg_14,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_14.jpg,solo,neg,HSV_V,0.8629,0.8088,246.524765,254.000000,0.000000
solo_train_neg_14,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_14.jpg,solo,neg,GRAY,0.8629,0.8088,194.136505,209.000000,0.000000
solo_train_neg_14,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_14.jpg,solo,neg,HSV_S,0.8629,0.8088,188.973969,193.000000,0.000000
solo_train_neg_14,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_14.jpg,solo,neg,G_norm,0.8629,0.8088,97.549606,101.420456,0.000000
solo_train_neg_14,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_14.jpg,solo,neg,G_ratio,0.8629,0.8088,219.705200,234.004822,0.000000
solo_train_neg_14,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_14.jpg,solo,neg,ExG,0.8629,0.8088,113.241776,180.424530,0.000000
solo_train_neg_15,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_15.jpg,solo,neg,G,0.8602,0.8398,185.733490,204.000000,0.000000
solo_train_neg_15,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_15.jpg,solo,neg,HSV_V,0.8602,0.8398,244.514374,254.000000,0.000000
solo_train_neg_15,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_15.jpg,solo,neg,GRAY,0.8602,0.8398,186.496368,201.000000,0.000000
solo_train_neg_15,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_15.jpg,solo,neg,HSV_S,0.8602,0.8398,215.533386,219.000000,0.000000
solo_train_neg_15,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_15.jpg,solo,neg,G_norm,0.8602,0.8398,100.950356,104.341316,0.000000
solo_train_neg_15,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_15.jpg,solo,neg,G_ratio,0.8602,0.8398,230.088806,242.934814,0.000000
solo_train_neg_15,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_15.jpg,solo,neg,ExG,0.8602,0.8398,167.047577,229.752487,0.000000
solo_train_neg_16,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_16.jpg,solo,neg,G,0.8402,0.8233,192.260315,213.000000,0.000000
solo_train_neg_16,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_16.jpg,solo,neg,HSV_V,0.8402,0.8233,244.501083,254.000000,0.000000
solo_train_neg_16,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_16.jpg,solo,neg,GRAY,0.8402,0.8233,193.202454,209.000000,0.000000
solo_train_neg_16,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_16.jpg,solo,neg,HSV_S,0.8402,0.8233,189.320160,193.000000,0.000000
solo_train_neg_16,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_16.jpg,solo,neg,G_norm,0.8402,0.8233,97.940094,100.957245,0.000000
solo_train_neg_16,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_16.jpg,solo,neg,G_ratio,0.8402,0.8233,225.541748,236.878448,0.000000
solo_train_neg_16,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_16.jpg,solo,neg,ExG,0.8402,0.8233,131.551331,193.181824,0.000000
solo_train_neg_17,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_17.jpg,solo,neg,G,0.8336,0.8134,190.046631,211.000000,0.000000
solo_train_neg_17,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_17.jpg,solo,neg,HSV_V,0.8336,0.8134,241.082977,253.000000,0.000000
solo_train_neg_17,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_17.jpg,solo,neg,GRAY,0.8336,0.8134,190.664688,208.000000,0.000000
solo_train_neg_17,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_17.jpg,solo,neg,HSV_S,0.8336,0.8134,190.179459,194.000000,0.000000
solo_train_neg_17,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_17.jpg,solo,neg,G_norm,0.8336,0.8134,98.119308,101.104311,0.000000
solo_train_neg_17,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_17.jpg,solo,neg,G_ratio,0.8336,0.8134,228.151062,239.429041,0.000000
solo_train_neg_17,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_17.jpg,solo,neg,ExG,0.8336,0.8134,151.205521,203.552628,0.000000
solo_train_neg_18,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_18.jpg,solo,neg,G,0.8673,0.8316,184.247803,202.000000,0.000000
solo_train_neg_18,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_18.jpg,solo,neg,HSV_V,0.8673,0.8316,240.958542,253.000000,0.000000
solo_train_neg_18,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_18.jpg,solo,neg,GRAY,0.8673,0.8316,184.514130,199.000000,0.000000
solo_train_neg_18,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_18.jpg,solo,neg,HSV_S,0.8673,0.8316,215.430695,219.000000,0.000000
solo_train_neg_18,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_18.jpg,solo,neg,G_norm,0.8673,0.8316,101.317886,104.103088,0.000000
solo_train_neg_18,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_18.jpg,solo,neg,G_ratio,0.8673,0.8316,234.954086,245.628479,0.000000
solo_train_neg_18,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_18.jpg,solo,neg,ExG,0.8673,0.8316,175.608093,225.857147,0.000000
solo_train_neg_19,C:\n.gonorrhea_diagnostic_app\dataset\solo\train\neg\solo_train_neg_19.jpg,solo,neg,G,0.8359,0.8222,190.083344,209.000000,0.000000
